DER_deltar_tau_lep	PRI_jet_leading_phi	-1.5526575372290557e-06
DER_prodeta_jet_jet	PRI_jet_leading_phi	0.00011697564002421396
PRI_tau_phi	PRI_jet_subleading_eta	0.0001539215014879316
DER_met_phi_centrality	PRI_lep_phi	0.0001967084578113703
DER_pt_ratio_lep_tau	PRI_tau_eta	0.0003843963030756817
DER_prodeta_jet_jet	PRI_tau_phi	0.0003855836359627913
DER_lep_eta_centrality	PRI_lep_phi	-0.0005319253579697233
DER_pt_h	PRI_jet_leading_eta	-0.0005438778777857166
PRI_lep_eta	PRI_met	-0.0006461527199666441
DER_prodeta_jet_jet	PRI_lep_phi	0.0006835200637040191
DER_pt_ratio_lep_tau	PRI_lep_eta	0.0006944439297967964
PRI_tau_eta	PRI_met	-0.000750640526330282
PRI_tau_pt	PRI_tau_eta	-0.0007986157025310085
PRI_lep_phi	PRI_met	0.0008419349363796943
DER_pt_h	DER_lep_eta_centrality	-0.0008662938917226619
DER_deltaeta_jet_jet	PRI_tau_phi	-0.0008840273673517045
PRI_tau_phi	PRI_jet_leading_eta	-0.0009561842560925833
PRI_jet_leading_phi	PRI_jet_subleading_eta	-0.001032113571677342
PRI_lep_phi	PRI_jet_subleading_pt	0.0011074515163475016
DER_met_phi_centrality	PRI_met_phi	-0.0011531413556894678
DER_mass_jet_jet	PRI_tau_eta	-0.0012059758410341358
PRI_jet_leading_eta	PRI_jet_subleading_pt	-0.001236159377285875
DER_mass_MMC	PRI_tau_phi	-0.0012874245062338252
DER_mass_transverse_met_lep	PRI_lep_phi	-0.0012911433204113962
PRI_tau_eta	PRI_tau_phi	0.0012962460852446133
DER_mass_vis	PRI_tau_phi	-0.0013823793352548933
DER_mass_vis	PRI_jet_leading_phi	-0.0014779081864331398
DER_deltaeta_jet_jet	PRI_tau_eta	0.001513430759267293
DER_mass_MMC	PRI_jet_leading_eta	-0.0015450123854590222
PRI_tau_pt	PRI_jet_leading_phi	0.0016418817326973446
DER_deltaeta_jet_jet	PRI_jet_leading_phi	-0.001716861639567199
DER_sum_pt	PRI_jet_leading_eta	-0.0017247290018370155
PRI_met_phi	PRI_met_sumet	0.0017402159937069614
PRI_lep_eta	PRI_jet_subleading_phi	0.0018369680564549308
DER_pt_ratio_lep_tau	PRI_jet_leading_phi	-0.0018447519589275415
DER_deltaeta_jet_jet	PRI_jet_subleading_phi	-0.0018817000539828991
DER_mass_MMC	PRI_jet_subleading_eta	0.002026706861037005
DER_mass_jet_jet	PRI_jet_leading_phi	-0.0020465025472958674
DER_pt_tot	PRI_met_phi	-0.0021307109976330704
PRI_jet_leading_eta	PRI_jet_all_pt	-0.002159225171933539
PRI_jet_leading_pt	PRI_jet_leading_eta	-0.0021666943929918156
PRI_tau_eta	PRI_lep_phi	0.0023342098787185964
DER_lep_eta_centrality	PRI_met_phi	-0.0024171466978038267
PRI_met	PRI_jet_leading_eta	0.0025284027671057564
DER_mass_vis	PRI_jet_subleading_eta	0.0025337869784601277
PRI_jet_leading_phi	PRI_jet_subleading_pt	0.002551690859787432
DER_deltar_tau_lep	PRI_tau_eta	0.0026638329805961434
DER_mass_jet_jet	PRI_met_phi	0.0026707122887277158
DER_pt_ratio_lep_tau	PRI_jet_subleading_eta	0.0026963529866809925
DER_deltaeta_jet_jet	PRI_lep_phi	0.0027794288900449206
DER_pt_h	PRI_jet_subleading_eta	-0.002798430107687689
DER_pt_h	PRI_lep_phi	0.0028512279349341223
